dt	peer	gkgrecordid	sqldate	ActionGeo_CountryCode	AvgTone
2018-04-15 16:30:14	25	20180415143000-7	20180415	SP	2.10035005834306
2018-04-15 16:30:14	25	20180415143000-13	20180415	SP	1.63339382940109
2018-04-15 16:30:14	28	20180415143000-35	20180415	UK	-4.18006430868167
2018-04-15 16:30:14	28	20180415143000-38	20180415	UK	0.316122233930453
2018-04-15 16:30:14	9	20180415143000-60	20180415	FR	1.73310225303293
2018-04-15 16:30:14	1	20180415143000-66	20180415	AU	2.46305418719212
2018-04-15 16:30:14	28	20180415143000-67	20180415	UK	0.883652430044183
2018-04-15 16:30:14	28	20180415143000-79	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-88	20180415	UK	2.22804718217562
2018-04-15 16:30:14	25	20180415143000-106	20180415	SP	1.85873605947955
2018-04-15 16:30:14	8	20180415143000-113	20180415	FI	2.01342281879195
2018-04-15 16:30:14	28	20180415143000-131	20180415	UK	-2.04081632653061
2018-04-15 16:30:14	2	20180415143000-136	20180415	BE	2.99145299145299
2018-04-15 16:30:14	28	20180415143000-143	20180415	UK	-3.37349397590361
2018-04-15 16:30:14	25	20180415143000-144	20180415	SP	-4.73372781065089
2018-04-15 16:30:14	9	20180415143000-163	20180415	FR	2.24215246636771
2018-04-15 16:30:14	14	20180415143000-188	20180415	IT	0.452488687782805
2018-04-15 16:30:14	28	20180415143000-197	20180415	UK	0.99009900990099
2018-04-15 16:30:14	28	20180415143000-213	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-214	20180415	UK	1.8018018018018
2018-04-15 16:30:14	28	20180415143000-238	20180415	UK	-5.80865603644647
2018-04-15 16:30:14	28	20180415143000-243	20180415	UK	2.20385674931129
2018-04-15 16:30:14	9	20180415143000-251	20180415	FR	-7.5
2018-04-15 16:30:14	25	20180415143000-259	20180415	SP	1.55440414507772
2018-04-15 16:30:14	9	20180415143000-303	20180415	FR	3.51123595505618
2018-04-15 16:30:14	9	20180415143000-322	20180415	FR	1.36054421768708
2018-04-15 16:30:14	28	20180415143000-334	20180415	UK	2.22222222222222
2018-04-15 16:30:14	28	20180415143000-378	20180415	UK	0.446428571428571
2018-04-15 16:30:14	20	20180415143000-383	20180415	NL	0.85348506401138
2018-04-15 16:30:14	28	20180415143000-401	20180415	UK	5.67484662576687
2018-04-15 16:30:14	28	20180415143000-414	20180415	UK	-2.46913580246914
2018-04-15 16:30:14	28	20180415143000-427	20180415	UK	-3.59375
2018-04-15 16:30:14	1	20180415143000-440	20180415	AU	2.36686390532544
2018-04-15 16:30:14	10	20180415143000-450	20180415	GM	-7.35294117647059
2018-04-15 16:30:14	2	20180415143000-452	20180415	BE	1.98807157057654
2018-04-15 16:30:14	1	20180415143000-458	20180415	AU	2.72108843537415
2018-04-15 16:30:14	28	20180415143000-475	20180415	UK	-2.35294117647059
2018-04-15 16:30:14	28	20180415143000-515	20180415	UK	1.32075471698113
2018-04-15 16:30:14	9	20180415143000-541	20180415	FR	2.52525252525253
2018-04-15 16:30:14	6	20180415143000-592	20180415	EN	-3.15361139369278
2018-04-15 16:30:14	7	20180415143000-605	20180415	EZ	1.72413793103448
2018-04-15 16:30:14	28	20180415143000-624	20180415	UK	2.79329608938547
2018-04-15 16:30:14	14	20180415143000-666	20180415	IT	1.47058823529412
2018-04-15 16:30:14	9	20180415143000-675	20180415	FR	2.53411306042885
2018-04-15 16:30:14	28	20180415143000-679	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-735	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-759	20180415	UK	-3.08641975308642
2018-04-15 16:30:14	9	20180415143000-771	20180415	FR	1.6270337922403
2018-04-15 16:30:14	28	20180415143000-792	20180415	UK	1.96078431372549
2018-04-15 16:30:14	28	20180415143000-796	20180415	UK	-5.32110091743119
2018-04-15 16:30:14	28	20180415143000-797	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-799	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-819	20180415	UK	1.42857142857143
2018-04-15 16:30:14	28	20180415143000-822	20180415	UK	1.31147540983607
2018-04-15 16:30:14	28	20180415143000-836	20180415	UK	0.655572365103378
2018-04-15 16:30:14	5	20180415143000-844	20180415	EI	-0.526870389884088
2018-04-15 16:30:14	28	20180415143000-851	20180415	UK	-2.46913580246914
2018-04-15 16:30:14	28	20180415143000-913	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-989	20180415	UK	-2.94117647058823
2018-04-15 16:30:14	28	20180415143000-1012	20180415	UK	2.31362467866324
2018-04-15 16:30:14	25	20180415143000-1030	20180415	SP	-0.757575757575757
2018-04-15 16:30:14	28	20180415143000-1035	20180415	UK	-2.8169014084507
2018-04-15 16:30:14	25	20180415143000-1043	20180415	SP	1.06761565836299
2018-04-15 16:30:14	28	20180415143000-1044	20180415	UK	-3.01507537688442
2018-04-15 16:30:14	28	20180415143000-1047	20180415	UK	-4.79153702551338
2018-04-15 16:30:14	28	20180415143000-1056	20180415	UK	0.112612612612612
2018-04-15 16:30:14	1	20180415143000-1063	20180415	AU	2.1505376344086
2018-04-15 16:30:14	10	20180415143000-1085	20180415	GM	-0.15015015015015
2018-04-15 16:30:14	9	20180415143000-1099	20180415	FR	0.429414922168545
2018-04-15 16:30:14	28	20180415143000-1109	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-1123	20180415	UK	-0.549954170485794
2018-04-15 16:30:14	14	20180415143000-1125	20180415	IT	-2.66666666666667
2018-04-15 16:30:14	28	20180415143000-1129	20180415	UK	-2.46913580246914
2018-04-15 16:30:14	21	20180415143000-1133	20180415	PL	2.22222222222222
2018-04-15 16:30:14	5	20180415143000-1135	20180415	EI	1.4945652173913
2018-04-15 16:30:14	21	20180415143000-1151	20180415	PL	-0.626959247648903
2018-04-15 16:30:14	25	20180415143000-1154	20180415	SP	1.74563591022444
2018-04-15 16:30:14	28	20180415143000-1156	20180415	UK	3.75
2018-04-15 16:30:14	28	20180415143000-1168	20180415	UK	-2.46913580246914
2018-04-15 16:30:14	14	20180415143000-1182	20180415	IT	-1.5015015015015
2018-04-15 16:30:14	6	20180415143000-1197	20180415	EN	-3.15361139369278
2018-04-15 16:30:14	28	20180415143000-1205	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-1223	20180415	UK	1.9047619047619
2018-04-15 16:30:14	28	20180415143000-1235	20180415	UK	-2.46913580246914
2018-04-15 16:30:14	28	20180415143000-1250	20180415	UK	-3.3675799086758
2018-04-15 16:30:14	28	20180415143000-1254	20180415	UK	0
2018-04-15 16:30:14	28	20180415143000-1290	20180415	UK	2.20385674931129
2018-04-15 16:30:14	28	20180415143000-1302	20180415	UK	0.265957446808511
2018-04-15 16:30:14	28	20180415143000-1319	20180415	UK	-3.98550724637681
2018-04-15 16:30:14	28	20180415143000-1321	20180415	UK	-1.34498991257566
2018-04-15 16:30:14	10	20180415143000-1322	20180415	GM	-0.475059382422803
2018-04-15 16:30:14	28	20180415143000-1325	20180415	UK	0.69617105917454
2018-04-15 16:30:14	28	20180415143000-1326	20180415	UK	0.247524752475248
2018-04-15 16:30:14	28	20180415143000-1345	20180415	UK	1.88679245283019
2018-04-15 16:30:14	9	20180415143000-1346	20180415	FR	-4.79041916167665
2018-04-15 16:30:14	28	20180415143000-1347	20180415	UK	0
2018-04-15 16:30:14	1	20180415143000-1349	20180415	AU	2.42424242424242
2018-04-15 16:30:14	28	20180415143000-1350	20180415	UK	-2.4390243902439
2018-04-15 16:30:14	28	20180415143000-1385	20180415	UK	8.26235093696763
2018-04-15 16:30:14	1	20180415143000-1417	20180415	AU	4.71142520612485
2018-04-15 16:30:14	28	20180415143000-1418	20180415	UK	-11.7647058823529
2018-04-15 16:30:14	25	20180415143000-1435	20180415	SP	0.880281690140846
2018-04-15 16:30:14	28	20180415143000-1441	20180415	UK	-1.35135135135135
2018-04-15 16:30:14	9	20180415143000-1443	20180415	FR	0
