dt	peer	gkgrecordid	sqldate	ActionGeo_CountryCode	AvgTone
2018-04-15 12:45:16	9	20180415104500-0	20180415	FR	-8.33333333333333
2018-04-15 12:45:16	28	20180415104500-34	20180415	UK	-2.06953642384106
2018-04-15 12:45:16	28	20180415104500-38	20180415	UK	-0.415800415800416
2018-04-15 12:45:16	28	20180415104500-39	20180415	UK	4.01662049861496
2018-04-15 12:45:16	28	20180415104500-47	20180415	UK	0.112612612612612
2018-04-15 12:45:16	5	20180415104500-65	20180415	EI	3.94088669950739
2018-04-15 12:45:16	9	20180415104500-68	20180415	FR	4.20560747663551
2018-04-15 12:45:16	28	20180415104500-116	20180415	UK	0.576923076923077
2018-04-15 12:45:16	9	20180415104500-122	20180415	FR	-3.11688311688312
2018-04-15 12:45:16	25	20180415104500-125	20180415	SP	-1.03896103896104
2018-04-15 12:45:16	5	20180415104500-143	20180415	EI	-7.2992700729927
2018-04-15 12:45:16	28	20180415104500-172	20180415	UK	0.434782608695652
2018-04-15 12:45:16	28	20180415104500-185	20180415	UK	-6.3973063973064
2018-04-15 12:45:16	28	20180415104500-189	20180415	UK	5.29801324503311
2018-04-15 12:45:16	28	20180415104500-194	20180415	UK	-3.2051282051282
2018-04-15 12:45:16	9	20180415104500-199	20180415	FR	-2.3728813559322
2018-04-15 12:45:16	28	20180415104500-201	20180415	UK	-0.549954170485794
2018-04-15 12:45:16	28	20180415104500-203	20180415	UK	0.840336134453782
2018-04-15 12:45:16	28	20180415104500-209	20180415	UK	0.434782608695652
2018-04-15 12:45:16	28	20180415104500-216	20180415	UK	-3.92670157068063
2018-04-15 12:45:16	28	20180415104500-230	20180415	UK	-6.3973063973064
2018-04-15 12:45:16	28	20180415104500-242	20180415	UK	-4.79153702551338
2018-04-15 12:45:16	28	20180415104500-252	20180415	UK	-0.909090909090909
2018-04-15 12:45:16	28	20180415104500-260	20180415	UK	0.434782608695652
2018-04-15 12:45:16	28	20180415104500-270	20180415	UK	2.93255131964809
2018-04-15 12:45:16	25	20180415104500-285	20180415	SP	5.02283105022831
2018-04-15 12:45:16	28	20180415104500-296	20180415	UK	-3.3675799086758
2018-04-15 12:45:16	28	20180415104500-299	20180415	UK	-2.06812652068126
2018-04-15 12:45:16	28	20180415104500-309	20180415	UK	-6.3973063973064
2018-04-15 12:45:16	28	20180415104500-310	20180415	UK	-0.564971751412429
2018-04-15 12:45:16	19	20180415104500-333	20180415	MT	3.44827586206897
2018-04-15 12:45:16	28	20180415104500-340	20180415	UK	0.434782608695652
2018-04-15 12:45:16	28	20180415104500-351	20180415	UK	-2.11267605633803
2018-04-15 12:45:16	28	20180415104500-358	20180415	UK	3.63636363636364
2018-04-15 12:45:16	28	20180415104500-364	20180415	UK	3.30250990752972
2018-04-15 12:45:16	28	20180415104500-365	20180415	UK	-5.80865603644647
2018-04-15 12:45:16	28	20180415104500-416	20180415	UK	1.99637023593466
2018-04-15 12:45:16	28	20180415104500-432	20180415	UK	-0.884955752212389
2018-04-15 12:45:16	28	20180415104500-439	20180415	UK	-3.2258064516129
2018-04-15 12:45:16	14	20180415104500-442	20180415	IT	0.267379679144385
2018-04-15 12:45:16	14	20180415104500-460	20180415	IT	6.34920634920635
2018-04-15 12:45:16	9	20180415104500-480	20180415	FR	2.05620287868403
2018-04-15 12:45:16	28	20180415104500-521	20180415	UK	-3.01507537688442
2018-04-15 12:45:16	28	20180415104500-525	20180415	UK	-0.884955752212389
2018-04-15 12:45:16	25	20180415104500-532	20180415	SP	1.59574468085106
2018-04-15 12:45:16	28	20180415104500-540	20180415	UK	-3.2051282051282
2018-04-15 12:45:16	28	20180415104500-544	20180415	UK	0.463499420625724
2018-04-15 12:45:16	14	20180415104500-561	20180415	IT	-0.337837837837838
2018-04-15 12:45:16	28	20180415104500-578	20180415	UK	1.99637023593466
2018-04-15 12:45:16	9	20180415104500-579	20180415	FR	-10.3896103896104
2018-04-15 12:45:16	28	20180415104500-599	20180415	UK	1.41065830721003
2018-04-15 12:45:16	28	20180415104500-611	20180415	UK	-1.09090909090909
2018-04-15 12:45:16	28	20180415104500-613	20180415	UK	-0.884955752212389
2018-04-15 12:45:16	28	20180415104500-616	20180415	UK	-3.2185963343764
2018-04-15 12:45:16	25	20180415104500-629	20180415	SP	-4.34782608695652
2018-04-15 12:45:16	9	20180415104500-631	20180415	FR	5.12129380053908
2018-04-15 12:45:16	28	20180415104500-656	20180415	UK	0.434782608695652
2018-04-15 12:45:16	28	20180415104500-691	20180415	UK	-6.3973063973064
2018-04-15 12:45:16	28	20180415104500-699	20180415	UK	2.96296296296296
2018-04-15 12:45:16	28	20180415104500-707	20180415	UK	-3.2051282051282
2018-04-15 12:45:16	28	20180415104500-715	20180415	UK	-2.48447204968944
2018-04-15 12:45:16	28	20180415104500-729	20180415	UK	1.0233918128655
2018-04-15 12:45:16	28	20180415104500-737	20180415	UK	0.316122233930453
2018-04-15 12:45:16	28	20180415104500-750	20180415	UK	0.434782608695652
2018-04-15 12:45:16	9	20180415104500-752	20180415	FR	-7.2289156626506
2018-04-15 12:45:16	28	20180415104500-765	20180415	UK	-6.3973063973064
2018-04-15 12:45:16	28	20180415104500-805	20180415	UK	0.655572365103378
2018-04-15 12:45:16	28	20180415104500-809	20180415	UK	-0.497512437810946
2018-04-15 12:45:16	28	20180415104500-828	20180415	UK	-0.884955752212389
2018-04-15 12:45:16	28	20180415104500-832	20180415	UK	-2.6890756302521
2018-04-15 12:45:16	9	20180415104500-834	20180415	FR	0
2018-04-15 12:45:16	25	20180415104500-845	20180415	SP	1.8018018018018
2018-04-15 12:45:16	28	20180415104500-848	20180415	UK	-0.884955752212389
2018-04-15 12:45:16	28	20180415104500-878	20180415	UK	-3.2051282051282
2018-04-15 12:45:16	9	20180415104500-912	20180415	FR	-3.11688311688312
2018-04-15 12:45:16	28	20180415104500-915	20180415	UK	-6.3973063973064
2018-04-15 12:45:16	28	20180415104500-924	20180415	UK	0.38961038961039
2018-04-15 12:45:16	28	20180415104500-937	20180415	UK	-0.884955752212389
