dt	gkgrecordid	sqldate	country	src	url
2018-09-18 10:00:17	20180918080000-0	20180918	US	sunjournal.com	http://www.sunjournal.com/manufacturing-students-celebrate-course-completion/
2018-09-18 10:00:17	20180918080000-1	20180918	US	krrq.com	http://www.krrq.com/news/rhode-island-town-council-boycotts-nike-adding-to-growing-list/
2018-09-18 10:00:17	20180918080000-2	20180918	UK	reuters.com	https://www.reuters.com/article/jlt-ma-marsh-mclennan/marsh-mclennan-buys-uk-broker-jlt-for-5-7-bln-idUSL3N1W42TW
2018-09-18 10:00:17	20180918080000-3	20180918	US	pmnewsnigeria.com	https://www.pmnewsnigeria.com/2018/09/18/u-s-to-admit-310000-refugees-asylum-seekers-in-2019/
2018-09-18 10:00:17	20180918080000-4	20180918	UK	reuters.com	https://uk.reuters.com/article/uk-britain-eu-austria-bluemel/for-britain-to-find-ways-to-reach-brexit-compromise-austrian-minister-idUKKCN1LY0WT
2018-09-18 10:00:17	20180918080000-5	20180918	NULL	wbtw.com	https://www.wbtw.com/news/grand-strand/potential-flooding-won-t-stop-one-conway-business-from-filling-orders/1455476241
2018-09-18 10:00:17	20180918080000-6	20180918	IN	fibre2fashion.com	https://www.fibre2fashion.com/news/textile-news/no-deal-brexit-to-have-substantial-retail-impact-moody-s-244599-newsdetails.htm
2018-09-18 10:00:17	20180918080000-7	20180918	US	lockportjournal.com	http://www.lockportjournal.com/cnhi_network/crews-battle-huge-los-angeles-building-fire/article_c7a81331-2627-5f0b-a0c5-bcc5b27a085c.html
2018-09-18 10:00:17	20180918080000-8	20180918	US	pensacolasjet.com	http://www.pensacolasjet.com/news/emmy-awards-honor-a-mix-of-new-shows-and-familiar-favorites/
2018-09-18 10:00:17	20180918080000-9	20180918	NULL	sunjournal.com	http://www.sunjournal.com/wife-on-verge-of-divorce-calls-for-reprieve/
2018-09-18 10:00:17	20180918080000-10	20180918	NULL	newstalkzb.co.nz	https://www.newstalkzb.co.nz/on-air/nutters-club/anxiety-relationships-meditation-and-caffeine-part-1/
2018-09-18 10:00:17	20180918080000-11	20180918	NULL	twtd.co.uk	https://www.twtd.co.uk/forum/441693/who-is-going-tonight-then
2018-09-18 10:00:17	20180918080000-12	20180918	JA	asiaone.com	http://www.asiaone.com/world/spacexs-first-private-passenger-japanese-fashion-magnate-maezawa
2018-09-18 10:00:17	20180918080000-13	20180918	RS	everythinglubbock.com	https://www.everythinglubbock.com/news/russia-says-military-jet-lost-over-the-mediterranean/1455939671
2018-09-18 10:00:17	20180918080000-14	20180918	SZ	siouxlandproud.com	https://www.siouxlandproud.com/news/experts-air-new-concerns-about-un-response-to-myanmar-crisis/1456124004
2018-09-18 10:00:17	20180918080000-15	20180918	NP	thehimalayantimes.com	https://thehimalayantimes.com/kathmandu/law-ministry-to-review-more-than-100-laws/
2018-09-18 10:00:17	20180918080000-16	20180918	US	psu.edu	https://www.collegian.psu.edu/wire/news/article_6052cfce-892c-5a24-90c4-75d6de6f8db9.html
