dt	gkgrecordid	sqldate	country	src	url
2018-09-18 10:31:01	20180918083000-0	20180918	US	tmcnet.com	https://www.tmcnet.com/usubmit/2018/09/18/8818839.htm
2018-09-18 10:31:01	20180918083000-1	20180918	NULL	ccusd.org	https://cchs.ccusd.org/apps/events/2018/9/18/5494651/?REC_ID=5494651&id=0
2018-09-18 10:31:01	20180918083000-2	20180918	AM	austinglobe.com	https://www.austinglobe.com/news/258006964/anca-wr-endorses-gavin-newsom-for-california-governor
2018-09-18 10:31:01	20180918083000-3	20180918	RS	newcanaannewsonline.com	https://www.newcanaannewsonline.com/news/politics/article/Review-underway-for-Russia-probe-documents-13237344.php
2018-09-18 10:31:01	20180918083000-4	20180918	SP	aawsat.com	https://aawsat.com/english/home/article/1399371/champions-league-back-manchester-city-unlikely-favourites
2018-09-18 10:31:01	20180918083000-5	20180918	NULL	humanitariannews.org	http://humanitariannews.org/20180918/africaus-africas-ideal-partner-promoting-democratic-institutions-economic-growth-tibor-nagy
2018-09-18 10:31:01	20180918083000-6	20180918	MT	timesofmalta.com	https://www.timesofmalta.com/articles/view/20180918/local/suspected-illegal-works-destroy-protected-trees-garigue-in-xemxija.689449
2018-09-18 10:31:01	20180918083000-7	20180918	NULL	coolum-news.com.au	https://www.coolum-news.com.au/news/three-counts-of-animal-cruelty-within-two-weeks/3524655/
2018-09-18 10:31:01	20180918083000-8	20180918	NULL	indiatimes.com	https://timesofindia.indiatimes.com/tv/news/hindi/bigg-boss-12-written-update-september-17-2018-housemates-question-anup-jalota-and-jasleen-matharus-relationship/articleshow/65852602.cms
2018-09-18 10:31:01	20180918083000-9	20180918	GH	goldcoastbulletin.com.au	https://www.goldcoastbulletin.com.au/lifestyle/best-of-gold-coast/best-of-the-gold-coast-2018-vote-for-the-coasts-best-bartender/news-story/f39f76dd684c59fda65ac03c330eae87?nk=34a5f8747a812e269cf149c3902504e5-1537258624
2018-09-18 10:31:01	20180918083000-10	20180918	AS	dailytelegraph.com.au	https://www.dailytelegraph.com.au/news/nsw/on-the-tele/miranda-live-the-race-to-find-and-stop-fruit-sabotagers/news-story/9f8ae794e4a49f90a7ece51b5cf11a80?nk=5371e9d815d7198e287ea53c5336e2b2-1537258627
2018-09-18 10:31:01	20180918083000-11	20180918	UK	newburytoday.co.uk	https://www.newburytoday.co.uk/news/home/25401/severe-delays-on-m4-after-car-crash.html
2018-09-18 10:31:01	20180918083000-12	20180918	US	myklgr.com	http://www.myklgr.com/2018/09/17/emmys-2018-marvelous-mrs-maisel-game-of-thrones-first-time-winners-and-an-onstage-proposal/
2018-09-18 10:31:01	20180918083000-13	20180918	IN	ianslive.in	http://ianslive.in/index.php?param=news/Apple_iOS_12_with_new_tools_now_available_globally-600116/SCIENCE%20AND%20TECHNOLOGY/36
2018-09-18 10:31:01	20180918083000-14	20180918	US	english.wafa.ps	http://english.wafa.ps/page.aspx?id=48hMWoa101071409835a48hMWo
2018-09-18 10:31:01	20180918083000-15	20180918	AF	arabnews.com	http://www.arabnews.com/node/1373866/world
2018-09-18 10:31:01	20180918083000-16	20180918	NULL	nonpareilonline.com	https://www.nonpareilonline.com/news/local/seatbelt-usage-up-according-to-police-survey/article_a775e913-1c24-5b6b-a2ec-aa0b6b3760df.html
2018-09-18 10:31:01	20180918083000-17	20180918	PK	nyoooz.com	https://www.nyoooz.com/news/raipur/1214687/voter-cards-ration-cards-found-from-23-pakistan-citizens-staying-in-doon/
2018-09-18 10:31:01	20180918083000-18	20180918	HR	ehfcl.com	http://www.ehfcl.com/en/men/News/IJIF9TNF-hJp01SA84Mviw/Brilliant_Skjern_and_Flensburg_take_opening_wins
2018-09-18 10:31:01	20180918083000-19	20180918	AM	today.az	http://today.az/news/politics/173937.html
2018-09-18 10:31:01	20180918083000-20	20180918	US	austinglobe.com	https://www.austinglobe.com/news/258006939/astros-tinkering-with-rotation-vs-mariners
2018-09-18 10:31:01	20180918083000-21	20180918	NULL	tfd.com	http://www.tfd.com/frothy
2018-09-18 10:31:01	20180918083000-22	20180918	AS	smh.com.au	https://www.smh.com.au/environment/weather/temperatures-to-jump-smoke-may-linger-over-sydney-for-second-day-20180918-p504jo.html
2018-09-18 10:31:01	20180918083000-23	20180918	IN	sify.com	http://www.sify.com/finance/cbdt-chief-sushil-chandra-confident-of-exceeding-14-percent-targeted-increase-in-direct-tax-collections-news-tax-sjsnBxfcedhce.html
2018-09-18 10:31:01	20180918083000-24	20180918	UZ	today.az	http://today.az/news/regions/173933.html
2018-09-18 10:31:01	20180918083000-25	20180918	UK	kingdomfm.co.uk	https://www.kingdomfm.co.uk/news/uk-news/uk-weather-storm-ali-to-hit-uk-and-ireland-with-85mph-winds/
2018-09-18 10:31:01	20180918083000-26	20180918	EI	channeleye.co.uk	http://channeleye.co.uk/tag/renaissance-contingency-services/
2018-09-18 10:31:01	20180918083000-27	20180918	UK	straitstimes.com	https://www.straitstimes.com/business/economy/pharma-giant-merck-opens-20m-testing-lab-in-singapore
2018-09-18 10:31:01	20180918083000-28	20180918	KN	koreaherald.com	http://www.koreaherald.com/view.php?ud=20180918000798
2018-09-18 10:31:01	20180918083000-29	20180918	NULL	wkbw.com	https://www.wkbw.com/news/national/glenn-weiss-wins-best-emmy-moment-with-live-proposal
2018-09-18 10:31:01	20180918083000-30	20180918	IN	maximindia.in	http://www.maximindia.in/entertainment/asia-cup-2018-india-vs-hong-kong
2018-09-18 10:31:01	20180918083000-31	20180918	US	andovertownsman.com	http://www.andovertownsman.com/cnhi_network/tom-arnold-files-police-report-against-apprentice-producer-after-alleged/article_409301b4-9dd5-5795-b486-5f366c8db5d5.html
2018-09-18 10:31:01	20180918083000-32	20180918	NULL	wflx.com	http://www.wflx.com/story/39108784/inspection-results-at-shelter-anger-community
2018-09-18 10:31:01	20180918083000-33	20180918	TH	go.com	https://abcnews.go.com/Technology/wireStory/1st-private-moon-flight-passenger-invite-creative-guests-57900005
2018-09-18 10:31:01	20180918083000-34	20180918	US	thehoya.com	http://www.thehoya.com/concert-review-drake-migos-capitol-one-arena/
2018-09-18 10:31:01	20180918083000-35	20180918	UK	burnhamandhighbridgeweeklynews.co.uk	http://www.burnhamandhighbridgeweeklynews.co.uk/news/national/16885341.man-who-shot-dead-council-official-in-front-of-tv-cameras-in-1991-has-died/
2018-09-18 10:31:01	20180918083000-36	20180918	TH	thephuketnews.com	https://www.thephuketnews.com/sri-thep-proposed-as-world-heritage-site-68668.php
2018-09-18 10:31:01	20180918083000-37	20180918	NULL	actionforex.com	https://www.actionforex.com/technical-outlook/gbpjpy-outlook/131814-gbp-jpy-daily-outlook-435/
2018-09-18 10:31:01	20180918083000-38	20180918	BR	ashoka.org	https://www.ashoka.org/en/fellow/jeruse-maria-rom%C3%A3o
2018-09-18 10:31:01	20180918083000-39	20180918	IZ	concordmonitor.com	https://www.concordmonitor.com/Understanding-PTSD-20234577
2018-09-18 10:31:01	20180918083000-40	20180918	IN	indiatimes.com	https://timesofindia.indiatimes.com/india/navjot-singh-sidhu-harsimrat-kaur-spar-over-kartarpur-sahib-corridor-row/articleshow/65853169.cms
2018-09-18 10:31:01	20180918083000-41	20180918	SF	itweb.co.za	https://www.itweb.co.za/content/rW1xLv55VB8vRk6m
2018-09-18 10:31:01	20180918083000-42	20180918	FR	screendaily.com	https://www.screendaily.com/news/albert-lee-appointed-executive-director-of-hong-kong-film-festival/5132734.article
2018-09-18 10:31:01	20180918083000-43	20180918	NULL	adventuresinpoortaste.com	http://www.adventuresinpoortaste.com/2018/09/18/the-kingdom-hearts-3-official-box-art-was-just-revealed-and-its-beautiful/
2018-09-18 10:31:01	20180918083000-44	20180918	NULL	vindy.com	http://www.vindy.com/news/2018/sep/18/eagle-grounded/
2018-09-18 10:31:01	20180918083000-45	20180918	GM	tmcnet.com	https://www.tmcnet.com/usubmit/2018/09/18/8818840.htm
2018-09-18 10:31:01	20180918083000-46	20180918	CT	catholicculture.org	https://www.catholicculture.org/news/headlines/index.cfm?storyid=38638
2018-09-18 10:31:01	20180918083000-47	20180918	IN	oneindia.com	https://www.oneindia.com/india/why-rising-fuel-prices-are-good-for-environment-and-economy-swaminathan-aiyar-explains-2777950.html
2018-09-18 10:31:01	20180918083000-48	20180918	US	nydailynews.com	http://www.nydailynews.com/news/politics/ny-pol-kaplan-twins-midterms-rhodes-mehiel-showup2018-20180917-story.html
2018-09-18 10:31:01	20180918083000-49	20180918	NULL	catholicculture.org	https://www.catholicculture.org/news/headlines/index.cfm?storyid=38642
2018-09-18 10:31:01	20180918083000-50	20180918	SF	dailyexaminer.com.au	https://www.dailyexaminer.com.au/news/from-dazzling-debut-to-key-diamonds-defender-court/3524723/
